student_id,first_name,last_name,gender,year_level,major_id,gpa,enrollment_date,expected_graduation_year,attendance_rate,academic_standing,scholarship_status,active_status
S00905,Alex,Carter,Male,Sophomore,MAJ021,2.33,2024-09-15 00:00:00,2028,85.64,Academic Warning,Partial,Active
S00906,Avery,Turner,Female,Freshman,MAJ011,3.99,2025-10-23 00:00:00,2029,81.06,Honors,Partial,Active
S00907,Avery,Carter,Non-Binary,Sophomore,MAJ023,3.34,2024-09-24 00:00:00,2028,80.83,Good, Full ,Active
S00908,Morgan,Ward,Non-Binary,Senior,MAJ015,3.11,2022-08-11 00:00:00,2026,80.72,Good,None,Active
S00909,Casey,Morgan,Female,Junior,MAJ006,3.84,2023-09-12 00:00:00,2027,74.19,Honors,none,Active
S00910,Drew,Turner,Non-Binary,Senior,MAJ022,3.21,2022-10-27 00:00:00,2026,85.7,Good,None,Active
S00911,Quinn,Hayes,Non-Binary,Junior,MAJ011,3.37,2023-08-07 00:00:00,2027,-8.0,Good,Full,Active
S00912, Blake ,Wilson,Male,Freshman,MAJ020,2.98,2025-08-04 00:00:00,2029,91.07,Good,None,Active
S00913,Taylor,Price,Female,Freshman,MAJ018,3.67,2025-10-21 00:00:00,2029,78.74,Good,None,Active
S00914,Blake,Wilson,Male,Junior,MAJ005,1.61,2023-09-14 00:00:00,2027,100.0,Probation,None,Active
S00915,Jordan,Morgan,Female,Sophomore,MAJ021,3.44,2024-10-21 00:00:00,2028,86.64,Good,None,Active
S00916,Quinn,Mitchell,Male,Junior,MAJ009,3.21,2023-10-22 00:00:00,2027,65.87,Good,Partial,Active
S00917,Casey,Foster,Female,Sophomore,MAJ003,3.13,2024-09-06 00:00:00,2028,97.44,Good,Partial,Active
S00918,Casey,Ward,Female,Sophomore,MAJ011,2.58,2024-08-12 00:00:00,2028,84.95,Good,None,Graduated
S00919,Taylor,Turner,Non-Binary,Junior,MAJ021,2.75,2023-09-06 00:00:00,2027,81.84,Good,Full,Active
S00920,Sam,Ward,Female,Junior,MAJ012,3.07,2023-08-08 00:00:00,2027,88.14,Good,None,Withdrawn
S00921,Drew,Brooks,Male,Junior,MAJ009,3.08,2023-08-07 00:00:00,2027,87.0,Good,None,Active
S00922,Riley,Wilson,,Sophomore,MAJ004,2.58,2024-09-18 00:00:00,2028,97.7, Good ,Full,Active
S00923,Alex,Bennett,Male,Freshman,MAJ011,3.06,2025-08-15 00:00:00,2029,76.25,Good,Full,Active
S00924,Avery,Reed,Male,Senior,MAJ004,3.1,2022-10-23 00:00:00,2026,88.08,Good,None,Graduated
S00925,Quinn,Foster,Non-Binary,Senior,MAJ019,3.19,2022-08-26 00:00:00,2026,75.83,Good,None,Graduated
S00926,Jamie,Carter,Non-Binary,sophomore,MAJ006,3.27,2024-09-02 00:00:00,2028,82.53,Good,None,Active
S00927,Cameron, Foster ,Female,Sophomore,MAJ019,2.83,2024-09-12 00:00:00,2028,94.92,Good,None,Active
S00928,Parker,Reed,Female,Junior,MAJ004,3.46,2023-09-07 00:00:00,2027,93.74,Good,None,Active
S00929,Sam,Carter,Non-Binary,Sophomore,MAJ017,3.72,2024-09-07 00:00:00,2028,79.02,Honors,None,Active
S00930,Alex,Cooper,Non-Binary,Junior,MAJ002,2.96,2023-09-13 00:00:00,2027,88.8,Good,None,Active
S00931,Riley,Morgan,Male,Sophomore,MAJ004,3.02,2024-09-12 00:00:00,2028,81.9,Good,None,Active
S00932,Morgan,Turner,Male, Junior ,MAJ022,2.81,2023-10-14 00:00:00,2027,85.61,Good,Partial,Active
S00933,Blake,Bennett,Non-Binary,Senior,MAJ007,2.38,2022-09-05 00:00:00,2026,91.49,Academic Warning,Partial,Active
S00934,Casey,Collins,Non-Binary,Freshman,MAJ008,2.77,2025-09-03 00:00:00,2029,85.02,Good,Full,Active
S00935,Alex, Bennett ,Non-Binary,Sophomore,MAJ007,3.83,2024-09-14 00:00:00,2028,87.28,Honors,None,Active
S00936,Blake,Wilson,Female,Junior,MAJ022,2.96,2023-08-27 00:00:00,2027,89.26,Good,None,Active
S00937,Reese,Brooks,Non-Binary,Freshman,MAJ016,2.76,2025-09-16 00:00:00,2029,90.28,Good,None,Active
S00938,Alex,Wilson,Male,Freshman,MAJ011,3.28,2025-09-21 00:00:00,2029,88.61,Good,Partial,Active
S00939,Blake,Brooks,Male,Junior,MAJ003,3.04,2023-08-16 00:00:00,2027,84.28,Good,Full,Active
S00940,Quinn,Brooks,Male,Freshman,MAJ006,2.42,2025-08-20 00:00:00,2029,85.81,Academic Warning,Partial,Active
S00941,Reese,Brooks,Non-Binary,Junior,MAJ008,2.46,2023-10-16 00:00:00,2027,100.0,Academic Warning,Full,Active
S00942,Jamie,Foster,Female,Sophomore,MAJ017,2.81,2024-09-06 00:00:00,2028,84.37,Good,None,Active
S00943,Jamie,Wilson,Male,Sophomore,MAJ018,3.6,2024-08-02 00:00:00,2028,94.03,Good,None,Active
S00944,Riley,Morgan,Male,Senior,MAJ014,4.0,2022-09-17 00:00:00,2026,91.21,Honors,Partial,Active
S00945,Sam,Wilson,Female,Freshman,MAJ009,2.85,2025-10-25 00:00:00,2029,80.52,Good,None,Active
S00946,Reese,Hayes,Male,Sophomore,MAJ015,3.61,2024-09-22 00:00:00,2028,82.85,Good,Partial,Active
S00947,Riley,Price,Female,Junior,MAJ007,2.6,2023-08-05 00:00:00,2027,86.11,Good,None,Active
S00948,Riley,Cooper,Female,Sophomore,MAJ011,3.68,2024-08-07 00:00:00,2028,89.9,Good,None,Active
S00949,Blake,Reed,Non-Binary,Freshman,MAJ017,3.04,2025-10-27 00:00:00,2029,97.42,Good,Full,Active
S00950,Jamie,Ward,Female,Junior,MAJ011,3.84,2023-09-15 00:00:00,2027,81.76,Honors,Full,Active
S00951,Alex,Collins,Male,Freshman,MAJ006,3.71,2025-09-23 00:00:00,2029,83.46,Honors,None,Active
S00952,Parker,Reed,Male,Senior,MAJ010,3.03,2022-08-23 00:00:00,2026,90.1,Good,None,Active
S00953,Taylor, Price ,Non-Binary,Freshman,MAJ015,2.61,2025-08-23 00:00:00,2029,80.75,Good,None,Active
S00954,Jordan,Bennett,Non-Binary,Freshman,MAJ004,2.84,2025-08-03 00:00:00,2029,77.48,Good,None,Active
S00955,Morgan,Carter,Female,Sophomore,MAJ010,2.91,2024-10-17 00:00:00,2028,82.9,Good,None,Active
S00956,Alex,Carter,Male,Senior,MAJ023,2.51,2022-10-01 00:00:00,2026,87.53,Good,Partial,Active
S00957,Morgan,Foster,Female,Senior,MAJ001,3.07,2022-08-22 00:00:00,2026,75.82,Good,None,Active
S00958,Casey,Foster,Male,Senior,MAJ012,3.74,06/09/2022 00:00,2026,87.99,Honors,Partial,Active
S00959,Avery,Foster,Female,Junior,MAJ016,3.69,2023-08-27 00:00:00,2027,92.48,Good,None,Active
S00960,Morgan,Brooks,Female,Freshman,MAJ021,2.93,2025-10-01 00:00:00,2029,84.41,Good,,Active
S00961,Avery,Price,Non-Binary,Freshman,MAJ015,3.29,2025-09-12 00:00:00,2029,87.38,Good,Partial,Active
S00962,Jordan,Wilson,Male,Junior,MAJ021,2.05,2023-09-14 00:00:00,2027,83.65,Academic Warning, None ,Active
S00963,Riley,Carter,Male,Freshman,MAJ008,2.02,2025-08-17 00:00:00,2029,85.93,Academic Warning,None,Active
S00964,Avery,Turner,Female,Junior,MAJ012,2.82,2023-08-11 00:00:00,2027,94.82,Good,None,Active
S00965,Jamie,Brooks,Non-Binary,Sophomore,MAJ008,2.18,2024-09-08 00:00:00,2028,97.84,Academic Warning,None,Active
S00966,Morgan,Price,Female,Senior,MAJ003,,2022-09-22 00:00:00,2026,78.15,Good,None,Active
S00967,Sam,Carter,Male, Junior ,MAJ001,3.18,2023-09-17 00:00:00,2027,83.29,Good,Partial,Active
S00968,Cameron,Turner,Non-Binary,Freshman,MAJ005,2.76,2025-08-24 00:00:00,2029,100.0,Good,Full,Graduated
S00969,Morgan, Mitchell ,Female,Freshman,MAJ022,3.91,2025-10-28 00:00:00,2029,76.94,Honors,Full,Active
S00970,Jamie,Collins,Male,Senior,MAJ012,2.66,2022-10-25 00:00:00,2026,99.84,Good,None,Active
S00971,Sam,Bennett,Male,Senior,MAJ019,3.58,2022-09-22 00:00:00,2026,77.7,Good,Partial,Active
S00972,Casey,Wilson,Male,Sophomore,MAJ011,-0.4,2024-08-04 00:00:00,2028,77.68,Good,None,Active
S00973,Taylor,Morgan,Female,Junior,MAJ010,3.31,2023-10-02 00:00:00,2027,78.5,Good,Partial,Active
S00974,Taylor,Bennett,Non-Binary, Freshman ,MAJ015,3.15,2025-10-11 00:00:00,2029,85.89,Good,None,Active
S00975,Jordan,Hayes,Non-Binary,Freshman,MAJ010,3.61,2025-09-26 00:00:00,2029,89.82,Good,None,Active
S00976,Avery,Brooks,Non-Binary,Sophomore,MAJ003,3.35,2024-09-26 00:00:00,2028,85.85,Good,Partial, Active 
S00977,Alex,Bennett,,Senior,MAJ007,2.39,2022-09-15 00:00:00,2026,80.56,Academic Warning,None,Active
S00978, Alex ,Wilson,Non-Binary,Sophomore,MAJ006,2.43,2024-10-28 00:00:00,2028,88.32,Academic Warning,,Graduated
S00979,Cameron,Wilson,Male,Freshman,MAJ008,2.69,2025-10-13 00:00:00,2029,89.91,Good,None,Active
S00980,Sam,Reed,Non-Binary,Junior,MAJ021,3.65,2023-10-19 00:00:00,2027,79.65,Good,None,Active
S00981,Alex,Bennett,Male,Freshman,MAJ004,2.83,2025-09-19 00:00:00,2029,90.25,Good,Full,Active
S00982,Casey,Mitchell,Female,Sophomore,MAJ021,3.36,2024-08-19 00:00:00,2028,69.63,Good,None,Active
S00983,Jamie,Foster,Female,Sophomore,MAJ008,2.08,2024-10-11 00:00:00,2028,79.12,Academic Warning,None,Active
S00984,Cameron,Mitchell,Female,Senior,MAJ009,3.02,2022-10-08 00:00:00,2026,85.83,Good,None,Active
S00985,Blake,Turner,Female,Junior,MAJ018,2.6,2023-09-04 00:00:00,2027,77.49,GOOD,None,Active
S00986,Drew,Hayes,Male,Sophomore,MAJ001,2.94,2024-10-17 00:00:00,2028,82.7,Good,Full,Active
S00987,Parker,Morgan,Male,Junior,MAJ006,3.11,2023-09-19 00:00:00,2027,95.27,Good,None,Active
S00988,Jordan,Turner,Non-Binary,Senior,MAJ021,3.51,2022-08-11 00:00:00,2026,96.59,Good,None,Active
S00989,Taylor,Foster,Male,Junior,MAJ024,2.76,2023-09-14 00:00:00,2027,88.4,Good,None,Active
S00990,Jordan,Price,Non-Binary,Senior,MAJ020,2.74,2022-08-10 00:00:00,2026,71.97,Good,None,Active
S00991,Quinn,Parker,Non-Binary,Junior,MAJ022,3.72,2023-10-03 00:00:00,2027,83.8,Honors,Partial,Active
S00992,Casey,Carter,Non-Binary,Junior, MAJ018 ,3.87,2023-10-16 00:00:00,2027,90.35,Honors,None,Active
S00993,Reese,Brooks,Non-Binary,Freshman,MAJ020,3.47,2025-09-14 00:00:00,2029,86.11,Good,Partial,Active
S00994,Casey,Foster,Non-Binary,Sophomore,MAJ024,2.55,2024-09-22 00:00:00,2028,89.29,Good,,Active
S00995,Jamie,Reed,Female,Freshman,MAJ009,3.75,2025-10-16 00:00:00,2029,94.22,Honors,None,Graduated
S00996,Drew,Brooks,Non-Binary,Junior,MAJ024,2.7,2023-10-26 00:00:00,2027,73.06,Good,Partial,Active
S00997,Parker,Turner,Non-Binary,Sophomore,MAJ009,2.35,2024-08-17 00:00:00,2028,93.95,Academic Warning,None,Active
S00998,Jamie,Hayes,Male,Freshman,MAJ007,3.45,2025-09-14 00:00:00,2029,86.89,Good,None,Active
S00999,Morgan,Price,Male,Freshman,MAJ007,2.17,2025-09-27 00:00:00,2029,78.38,Academic Warning,None,Active
S01000,Morgan,Bennett,Female,Junior,MAJ009,2.86,2023-08-05 00:00:00,2027,74.6,Good,None,Active
S01001,Drew,Collins,Non-Binary,Senior,MAJ009,3.4,2022-09-14 00:00:00,2026,92.97,Good,Partial,Active
S01002,Taylor,Morgan,Male,Freshman,MAJ021,2.57,2025-09-22 00:00:00,2029,73.93,Good,None,Active
S01003,Jamie,Collins,Female,Freshman,MAJ001,3.23,2025-08-28 00:00:00,2029,96.63,Good,,Active
S01004,Jordan,Cooper,Male,Sophomore,MAJ022,3.4,2024-09-22 00:00:00,2028,86.73,Good,Partial,Active
S01005,Jamie,Price,Female,Senior,MAJ022,2.66,2022-08-04 00:00:00,2026,82.46,Good,None,Active
S01006,Sam, Price ,Non-Binary,Freshman,MAJ008,3.21,2025-10-09 00:00:00,2029,97.66,Good,None,Active
S01007,Quinn,Ward,Male,Junior,MAJ012,3.38,2023-09-27 00:00:00,2027,92.09,Good,None,Active
S01008,Morgan,Cooper,Male,Junior,MAJ009,3.06,2023-08-05 00:00:00,2027,74.63,Good,None,Active
S01009,Cameron,Brooks,Non-Binary,Sophomore,MAJ018,3.06,2024-08-16 00:00:00,2028,82.74,Good,None,Active
S01010,Avery,Bennett,Male,Freshman,MAJ004,2.9,2025-10-08 00:00:00,2029,83.67,Good,Full,Active
S01011,Riley,Collins,Non-Binary,Senior,MAJ014,3.38,2022-09-27 00:00:00,2026,82.79,Good,None,Active
S01012,Alex,Price,Non-Binary,Senior,MAJ006,3.46,2022-10-26 00:00:00,2026,94.45,Good,Full,Active
S01013,Morgan,Brooks,,Senior,MAJ016,2.83,2022-09-10 00:00:00,2026,89.76,Good,Partial,Active
S01014,Sam,Carter,,Senior,MAJ023,2.55,2022-08-28 00:00:00,2026,83.14,Good,None,Active
S01015,Blake,Cooper,Male,Senior,MAJ021,3.24,2022-09-03 00:00:00,2026,89.01,Good,Full,Active
S01016,Reese,Cooper,Female,Sophomore,MAJ016,1.8,2024-09-21 00:00:00,2028,88.14,Probation,None,Active
S01017,Quinn,Morgan,Male,Junior,MAJ016,3.08,2023-08-27 00:00:00,2027,86.74,Good,Partial,Active
S01018,Blake,Price,Male,Junior,MAJ016,3.48,2023-10-14 00:00:00,2027,68.94,Good,Partial,Active
S01019,Jamie,Brooks,Non-Binary,Senior,MAJ022,3.04,2022-08-12 00:00:00,2026,84.23,Good,None,Active
S01020,Riley,Collins,Non-Binary,Junior,MAJ023,3.05,2023-08-25 00:00:00,2027,93.15,Good,None,Active
S01021,Quinn,Hayes,Female,Junior,MAJ020,3.1,2023-08-13 00:00:00,2027,84.36,Good,,Active
S01022,Jordan,Wilson,Female,Junior,MAJ014,2.85,2023-10-23 00:00:00,2027,93.78,Good,Full,Active
S01023,Reese,Foster,Non-Binary,Junior,MAJ019,2.42,2023-09-26 00:00:00,2027,86.94,Academic Warning,FULL,Active
S01024,Taylor,Brooks,Female,Senior,MAJ020,3.65,2022-10-19 00:00:00,2026,96.35,Good,Partial,Active
S01025,Cameron,Mitchell,Female,Freshman,MAJ007,3.75,2025-09-13 00:00:00,2029,94.13,Honors, Full ,Graduated
S01026,Alex,Cooper,Non-Binary,Freshman,MAJ021,3.0,2025-10-20 00:00:00,2029,86.17,Good,Partial,Graduated
S01027,Morgan,Brooks,Non-Binary,Senior,MAJ016,3.98,2022-08-02 00:00:00,2026,85.13,Honors,None,Active
S01028,Jordan,Mitchell,Female,Sophomore,MAJ012,3.43,2024-10-04 00:00:00,2028,90.68,good,None,Active
S01029,Blake,Collins,Non-Binary,Senior,MAJ001,4.0,2022-09-04 00:00:00,2026,89.8,Honors,None,Active
S01030,Reese,Ward,Male,Senior,MAJ023,2.75,2022-09-24 00:00:00,2026,81.77,Good,None,Active
S01031,Parker,Parker,Male,Senior,MAJ002,2.34,2022-10-22 00:00:00,2026,78.43,Academic Warning,None,Active
S01032,Alex,Brooks,Male,Senior,MAJ009,3.62,2022-08-20 00:00:00,2026,84.6,Good,None,Active
S01033,Sam,Collins,Female,Junior,MAJ017,2.86,2023-08-16 00:00:00,2027,86.26,Good,None,Active
S01034,Sam,Parker,Non-Binary,Junior,MAJ009,3.88,2023-09-23 00:00:00,2027,80.02,Honors,None,Active
S01035,Avery,Morgan,Female,Freshman,MAJ022,2.59,2025-09-08 00:00:00,2029,84.02,Good,None,Active
S01036,Sam,Ward,Non-Binary,Junior,MAJ012,2.16,2023-10-24 00:00:00,2027,91.65,Academic Warning,Partial,Active
S01037,Cameron,Brooks,Male,Junior,MAJ011,2.72,2023-10-12 00:00:00,2027,83.57,Good,None,Graduated
S01038,Taylor,Brooks,Female,Freshman,MAJ001,2.66,2025-10-16 00:00:00,2029,69.76,Good,Full,Active
S01039,Riley,Turner,Non-Binary,Freshman,MAJ005,2.68,2025-09-05 00:00:00,2029,85.96,Good,None,Active
S01040,Drew,Price,Male,Senior,MAJ006,3.16,2022-10-12 00:00:00,2026,81.84,Good,Full,Active
S01041,Parker,Price,Male,Senior,MAJ016,2.23,2022-10-11 00:00:00,2026,87.7,Academic Warning,None,Active
S01042,Drew,Ward,Female,Junior,MAJ010,2.3,2023-10-28 00:00:00,2027,100.0,Academic Warning,Full,Active
S01043,Morgan,Wilson,Female,Sophomore,MAJ020,2.62,2024-08-06 00:00:00,2028,98.2,Good,None,Active
S01044,Cameron,Carter,Male,Junior,MAJ019,2.65,2023-08-15 00:00:00,2027,90.89,Good,None,Active
S01045,Drew,Carter,Non-Binary,Sophomore,MAJ006,2.5,2024-08-04 00:00:00,2028,79.85,,None,Active
S01046,Reese,Wilson,Non-Binary,Sophomore,MAJ019,3.27,2024-10-27 00:00:00,2028,83.12,Good,None,Graduated
S01047,Parker, Morgan ,Non-Binary,Junior,MAJ016,3.5,2023-10-06 00:00:00,2027,91.38,Good,None,Active
S01048,Sam,Carter,Male,Junior,MAJ019,2.54,2023-08-10 00:00:00,2027,88.5,Good,Partial,Active
S01049,Parker,Cooper,Female,Sophomore,MAJ008,3.47,2024-09-05 00:00:00,2028,82.12,Good,None,Active
S01050,Drew,Collins,Non-Binary,Junior,MAJ006,3.83,2023-09-20 00:00:00,2027,89.91,Honors,Partial,Active
S01051,Parker,Collins,Male,Freshman,MAJ020,2.82,2025-10-24 00:00:00,2029,85.26,Good,Full,Active
S01052,Reese,Morgan,Non-Binary,Freshman,MAJ021,3.42,2025-09-11 00:00:00,2029,75.57,Good,Partial,Active
S01053,Parker,Bennett,Female,Junior,MAJ016,2.53,2023-09-09 00:00:00,2027,80.54,Good,None,Graduated
S01054,Jordan,Morgan,Female,Senior,MAJ006,2.16,2022-08-13 00:00:00,2026,80.54,Academic Warning,Partial,Active
S01055,Sam,Wilson,Female,Junior,MAJ014,3.08,2023-09-16 00:00:00,2027,78.32,Good,Partial,Active
S01056,Blake,Hayes,Non-Binary,Senior,MAJ013,2.98,2022-08-12 00:00:00,2026,83.2,Good,Partial,Active
S01057,Drew,Collins,Male,Junior,MAJ016,3.08,2023-09-09 00:00:00,2027,90.71,Good,None,Active
S01058,Quinn,Mitchell,Non-Binary,Junior,MAJ002,4.0,2023-08-14 00:00:00,2027,85.33,Honors,Partial,Active
S01059,Drew,Hayes,Female,Junior,MAJ017,2.32,2023-10-22 00:00:00,2027,91.71,Academic Warning,Partial,Graduated
S01060,Sam,Reed,Female,Junior,MAJ022,2.55,2023-09-15 00:00:00,2027,83.27,Good,None,Graduated
S01061,Taylor,Wilson,Non-Binary,Sophomore,MAJ013,3.12,2024-09-27 00:00:00,2028,81.05,Good,None,Active
S01062,Avery,Carter,Female,Junior,MAJ021,2.64,2023-10-04 00:00:00,2027,87.8,Good,None,Active
S01063,Jamie,Foster,Male,Sophomore,MAJ009,2.83,2024-09-09 00:00:00,2028,89.92,Good,None,Active
S01064,Jamie,Hayes,Male,Freshman,MAJ001,2.52,2025-08-26 00:00:00,2029,79.59,Good,None,Active
S01065,Blake,Turner,Male,Freshman,MAJ023,2.01,2025-09-19 00:00:00,2029,82.25,Academic Warning,Partial,Active
S01066,Quinn,Brooks,Male,sophomore,MAJ012,2.79,2024-08-07 00:00:00,2028,72.02,Good,None,Active
S01067,Reese,Hayes,Female,Junior,MAJ010,2.66,2023-09-18 00:00:00,2027,96.4,Good,None,Active
S01068,Sam,Collins,Male,Freshman,MAJ014,2.7,2025-10-13 00:00:00,2029,68.96,Good,Partial,Graduated
S01069,Drew,Brooks,Non-Binary,Junior,MAJ015,,2023-10-12 00:00:00,2027,91.96,Good,Partial,Graduated
S01070,Quinn,Brooks,Female,Junior,MAJ012,2.98,2023-08-05 00:00:00,2027,86.03,Good,None,Active
S01071,Morgan, Price ,Female,Freshman,MAJ014,2.98,2025-08-16 00:00:00,2029,82.58,Good,Partial,Active
S01072,Sam,Price,Non-Binary,Sophomore,MAJ011,3.78,2024-08-03 00:00:00,2028,75.05,Honors,None,Active
S01073,Alex,Carter,Female,Sophomore,MAJ001,3.98,2024-08-24 00:00:00,2045,75.54,Honors,Partial,Graduated
S01074,Reese,Collins,Non-Binary,Sophomore,MAJ017,2.74,2024-08-07 00:00:00,2028,,Good,None,Active
S01075,Riley,Morgan,,Sophomore,MAJ013,,2024-10-28 00:00:00,2028,94.92,Academic Warning,Partial,Graduated
S01076,Jamie,Foster,Non-Binary,Senior,MAJ003,3.65,2022-10-18 00:00:00,2026,88.44,Good,Full,Active
S01077,Avery,Foster,Non-Binary,Sophomore,MAJ020,2.87,2024-10-22 00:00:00,2028,,Good,Full,Active
S01078,Alex,Reed,Female,Freshman,MAJ014,2.29,2025-09-19 00:00:00,2029,100.0,Academic Warning,None,Active
S01079,Cameron,Cooper,Male,Senior,MAJ016,2.87,2022-08-16 00:00:00,2026,73.7,Good,Partial,Active
S01080,Cameron,Morgan,Female,Sophomore,MAJ017,2.63,2024-09-24 00:00:00,2028,100.0,Good,None,Active
S01081,Morgan,Foster,Non-Binary,Freshman,MAJ022,2.32,2025-09-20 00:00:00,2029,76.58,Academic Warning,Partial,Active
S01082,Blake,Brooks,Non-Binary,Sophomore,MAJ011,3.93,2024-10-13 00:00:00,2028,84.95,Honors,Full,Active
S01083,Jamie,Mitchell,Male,Junior,MAJ003,2.83,2023-08-20 00:00:00,2027,82.67,Good,None,Active
S01084,Drew,Wilson,Female,Freshman,MAJ007,,2025-08-06 00:00:00,2029,80.03,Good,Partial,Active
S01085,Drew,Brooks,Female,Sophomore,MAJ007,3.59,2024-08-18 00:00:00,2028,87.38,Good,None,Active
S01086,Riley,Hayes,Female,Senior,MAJ011,2.92,2022-08-27 00:00:00,2026,84.22,Good,Partial,Active
S01087,Riley,Bennett,Female,Senior,MAJ009,2.77,2022-10-08 00:00:00,2026,107.0,Good,None,Active
S01088,Riley,Ward,Male,Sophomore,MAJ007,2.93,2024-08-25 00:00:00,2028,89.95,Good,Partial,Active
S01089,Jamie,Price,Non-Binary,Freshman,MAJ012,2.48,2025-10-22 00:00:00,2029,100.0,Academic Warning,None,Active
S01090,Quinn,Collins,Female,Senior,MAJ003,3.48,2022-08-26 00:00:00,2026,89.06,Good,Partial,Active
S01091,Reese,Reed,Female,Senior,MAJ022,2.67,2022-10-04 00:00:00,2026,84.02,Good,None,Active
S01092,Riley,Wilson,Non-Binary,Freshman,MAJ024,2.19,2025-09-23 00:00:00,2029,92.44,Academic Warning,None,Active
S01093,Jordan,Wilson,Non-Binary,Junior,MAJ008,3.32,2023-09-11 00:00:00,2027,100.0,Good,Partial,Active
S01094, Cameron ,Ward,Female,Freshman,MAJ009,2.94,2025-08-27 00:00:00,2029,100.0,Good,Partial,Active
S01095,Jordan,Brooks,Male,Junior,MAJ009,2.83,2023-10-25 00:00:00,2027,74.01,Good,None,Active
S01096,Quinn,Ward,Non-Binary,Freshman,MAJ016,2.94,2025-09-26 00:00:00,2029,92.44,Good,None,Active
S01097,Cameron,Cooper,Male,Sophomore,MAJ023,2.96,2024-10-26 00:00:00,2028,86.32,Good,Partial,Graduated
S01098,Quinn,Morgan,Non-Binary,Sophomore,MAJ011,2.63,2024-10-03 00:00:00,2028,78.75,Good,None,Active
S01099,Taylor,Bennett,Female,Senior,MAJ022,3.85,2022-09-25 00:00:00,2026,94.4,Honors,None,Graduated
S01100,Parker,Morgan,Non-Binary,Freshman,MAJ003,3.78,2025-10-26 00:00:00,2029,93.74,Honors,Partial,Active
S01101,Cameron,Cooper,Non-Binary,Sophomore,MAJ001,2.69,2024-10-18 00:00:00,2028,77.53,Good,,Active
S01102, Riley ,Morgan,Male,Sophomore,MAJ008,2.94,2024-10-20 00:00:00,2028,91.07,Good, Full ,Active
S01103,Morgan,Cooper,Non-Binary,Sophomore,MAJ017,3.45,2024-10-26 00:00:00,2028,98.81,Good,Partial,Active
S01104,Quinn,Ward,Non-Binary,Sophomore,MAJ003,3.17,2024-09-25 00:00:00,2028,73.84,Good,None,Active
S01105,Riley,Bennett,Non-Binary,Freshman,MAJ011,3.59,2025-10-24 00:00:00,2029,82.04,Good,Partial,Active
S01106,Morgan,Carter,Non-Binary,Junior,MAJ010,2.74,2023-10-10 00:00:00,2027,98.42,Good,None,Active
S01107,Alex,Cooper,Non-Binary,Freshman,MAJ011,3.76,2025-10-09 00:00:00,2029,70.95,Honors,None,Active
S01108,Avery,Carter,Non-Binary,Junior,MAJ003,3.3,2023-08-27 00:00:00,2027,84.05,Good,None,Active
S01109,Alex,Ward,Non-Binary,Sophomore,MAJ023,4.0,2024-08-15 00:00:00,2028,82.83,Honors,None,Active
S01110,Morgan,Ward,Non-Binary,Sophomore,MAJ007,,2024-10-19 00:00:00,2028,75.83,Good,Partial,Graduated
S01111,Reese, Foster ,Female,Junior,MAJ012,2.88,2023-09-10 00:00:00,2027,96.04,Good,None,Active
S01112,Sam,Wilson,Non-Binary,Junior,MAJ021,4.0,2023-09-17 00:00:00,2027,98.29,Honors,Partial,Active
S01113,Morgan,Price,Male,Junior,MAJ003,2.95,2023-09-04 00:00:00,2027,89.68,good,,Active
S01114,Jordan,Morgan,Male,Sophomore,MAJ014,2.97,2024-08-16 00:00:00,2028,84.69,Good,None,Active
S01115,Cameron,Foster,Non-Binary,Junior,MAJ016,3.92,2023-10-25 00:00:00,2027,92.04,Honors,None,Active
S01116,Cameron,Collins,Non-Binary,Sophomore,MAJ019,2.38,2024-09-24 00:00:00,2028,95.79,Academic Warning,Full,Active
S01117,Taylor,Collins,Non-Binary,Freshman,MAJ017,2.83,2025-09-05 00:00:00,2029,82.49,Good,Full,Active
S01118,Jamie,Parker,Male,Junior,MAJ018,2.91,2023-09-02 00:00:00,2027,94.58,Good,Partial,Graduated
S01119,Jordan,Foster,Male,Sophomore, MAJ024 ,2.73,2024-08-04 00:00:00,2028,80.43,Good,None,Active
S01120,Jordan,Mitchell,Male,Junior,MAJ024,2.43,2023-09-10 00:00:00,2027,77.14,Academic Warning,None,Active
S01121,Quinn,Foster,Male,Freshman,MAJ009,2.99,2025-08-10 00:00:00,2029,88.84,Good,Full,Active
S01122,Drew,Morgan,Female,Senior,MAJ011,2.52,2022-10-12 00:00:00,2026,79.68,Good,None,Active
S01123,Casey,Foster,Male,Sophomore,MAJ009,2.76,2024-09-26 00:00:00,2028,78.58, Good ,None,Active
S01124,Taylor,Ward,Female,Senior,MAJ024,2.42,2022-10-21 00:00:00,2026,91.21,Academic Warning,None,Active
S01125,Reese,Turner,Male,Sophomore,MAJ023,3.22,2024-08-26 00:00:00,2028,88.94,Good,Partial,Active
S01126,Blake,Bennett,Male,Sophomore,MAJ018,3.75,2024-10-02 00:00:00,2028,88.87,Honors,Full,Graduated
S01127,Sam,Carter,Female,Junior,MAJ002,3.19,2023-10-01 00:00:00,2027,94.98,Good,,Active
S01128,Avery,Hayes,Female,Junior,MAJ008,2.89,2023-10-18 00:00:00,2027,94.52,Good,None,Graduated
S01129,Quinn,Morgan,Non-Binary,Junior,MAJ022,3.77,2023-10-07 00:00:00,2027,78.77,Honors,Partial,Active
S01130,Sam,Cooper,Non-Binary,Freshman,MAJ003,3.3,2025-08-01 00:00:00,2029,87.66,Good,None,Active
